stage,model,latent,branch,r_field,r_sensor,r_sensor_used,ridge,n_delays,channels,seed,n_params,nmse_train,nmse_test,nmse_latent,cos_test,energy_test,floor_test,sensor_noise,weight_decay,lr,ensemble,nmse_fullband,epochs_run,train_loss,val_loss,stopped_early,n_fit,fit_seconds,n_train,n_test,run,tag
W,branched,ae,gru,16,,-1,0.0001,25,all,0,16016,0.726779369846189,0.7815940148574146,0.6610426916987483,0.4759562117438518,0.5329404224654176,0.5518162123687468,0.0,0.01,0.001,1,nan,236,0.47658958037694293,0.4789365828037262,1,3492,18.44844627380371,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
L,podlse,pod,closed-form,16,,300,0.0001,25,all,0,4800,0.679737996830958,0.7526320707824911,0.4714860435390074,0.5018100398547337,0.5298908576004556,0.530397236226799,0.0,0.0,0.0003,1,nan,0,nan,nan,0,4365,8.769591569900513,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
L,branched,pod,linear,16,,-1,0.0001,25,all,0,4816,0.713139786433368,0.7713811646838602,0.5111982760374244,0.4822264956893917,0.4869635060733239,0.5304652416362131,0.0,0.0,0.0003,1,nan,1729,0.423175677537645,0.4450591802597046,1,3492,45.459126710891724,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
L,branched,pod,mlp,16,,-1,0.0001,25,all,0,57104,0.6888084870477336,0.7898421291930519,0.5503705030604614,0.46135884369883534,0.48331332697347074,0.5304652416362131,0.0,0.0,0.0003,1,nan,413,0.33392809357020453,0.4809311330318451,1,3492,20.2213613986969,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
L,branched,pod,cnn,16,,-1,0.0001,25,all,0,37872,0.7076134694138474,0.7871624276344059,0.5446844579051826,0.46479372408584513,0.49003042213562337,0.5304652416362131,0.0,0.0,0.0003,1,nan,273,0.3735618838807835,0.4734046757221222,1,3492,17.25137948989868,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
L,branched,pod,gru,16,,-1,0.0001,25,all,0,16016,0.7478375157225806,0.8227254766642749,0.6201455113910826,0.42607349401856515,0.44294811632510095,0.5304652416362131,0.0,0.0,0.0003,1,nan,514,0.46847628478605174,0.557966411113739,1,3492,28.69458770751953,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
L,branched,ae,linear,16,,-1,0.0001,25,all,0,4816,0.6986359147514866,0.7643316355729636,0.6460760676412066,0.4925869750642762,0.5436905068089276,0.5518162123687468,0.0,0.0,0.0003,1,nan,389,0.4306148146572528,0.46634742617607117,1,3492,17.00680708885193,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
L,branched,ae,mlp,16,,-1,0.0001,25,all,0,57104,0.6957980624869796,0.7674459351543282,0.6468907326921739,0.49001943509715584,0.548202091709927,0.5518162123687468,0.0,0.0,0.0003,1,nan,220,0.3649821174581709,0.4798813760280609,1,3492,15.345541000366211,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
L,branched,ae,cnn,16,,-1,0.0001,25,all,0,37872,0.7026359579368685,0.7727571351184627,0.6540525278703825,0.48766506137855214,0.5644090088179992,0.5518162123687468,0.0,0.0,0.0003,1,nan,216,0.3714406090230603,0.485906183719635,1,3492,16.23672103881836,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
L,branched,ae,gru,16,,-1,0.0001,25,all,0,16016,0.7162257272648426,0.7817905140920567,0.6518543793506887,0.4799717849766655,0.5671506238252642,0.5518162123687468,0.0,0.0,0.0003,1,nan,223,0.4248001092761106,0.48897460103034973,1,3492,17.72430729866028,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
L,podlse,pod,closed-form,16,,300,0.0001,25,all,0,4800,0.679737996830958,0.7526320707824911,0.4714860435390074,0.5018100398547337,0.5298908576004556,0.530397236226799,0.0,0.0,0.001,1,nan,0,nan,nan,0,4365,8.772250175476074,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
L,branched,pod,linear,16,,-1,0.0001,25,all,0,4816,0.7074528027493753,0.7668977328144574,0.5016849046779206,0.4869026298041725,0.4953182473217345,0.5304652416362131,0.0,0.0,0.001,1,nan,985,0.41140824593902314,0.43633806705474854,1,3492,29.165632963180542,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
L,branched,pod,mlp,16,,-1,0.0001,25,all,0,57104,0.6904618462989558,0.7859342894506198,0.5420784777177999,0.465113170450522,0.4701918505615914,0.5304652416362131,0.0,0.0,0.001,1,nan,270,0.30406650911082106,0.49552908539772034,1,3492,15.864311218261719,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
L,branched,pod,cnn,16,,-1,0.0001,25,all,0,37872,0.7064005419464191,0.7880757647675759,0.5466224633388255,0.4646267179845998,0.5015359509711156,0.5304652416362131,0.0,0.0,0.001,1,nan,225,0.3241458716807633,0.4832773506641388,1,3492,15.569111824035645,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
L,branched,pod,gru,16,,-1,0.0001,25,all,0,16016,0.7171651441573661,0.8046564365112302,0.5818049066728933,0.44589738161253734,0.460321776314011,0.5304652416362131,0.0,0.0,0.001,1,nan,332,0.38392084966683576,0.5378552675247192,1,3492,21.233498334884644,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
L,branched,ae,linear,16,,-1,0.0001,25,all,0,4816,0.6965115097007941,0.7635542368577704,0.6440584478120043,0.4936055625306822,0.5473118903413955,0.5518162123687468,0.0,0.0,0.001,1,nan,289,0.4248715470473518,0.4636799097061157,1,3492,14.912117719650269,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
L,branched,ae,mlp,16,,-1,0.0001,25,all,0,57104,0.6952844356531713,0.7725021903424855,0.6537901544634405,0.48554892402925,0.5478511319365934,0.5518162123687468,0.0,0.0,0.001,1,nan,209,0.27334791691579086,0.5483222603797913,1,3492,15.001728296279907,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
L,branched,ae,cnn,16,,-1,0.0001,25,all,0,37872,0.6953924020140859,0.775562323438135,0.6586555699203916,0.48497773265221067,0.5595463107502092,0.5518162123687468,0.0,0.0,0.001,1,nan,209,0.28640791309521646,0.572978138923645,1,3492,15.999240159988403,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
L,branched,ae,gru,16,,-1,0.0001,25,all,0,16016,0.7140179926294845,0.7822601054499552,0.6525179581166268,0.48045395363305154,0.5692744804330948,0.5518162123687468,0.0,0.0,0.001,1,nan,209,0.3657617783013898,0.523966908454895,1,3492,17.026137351989746,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
L,podlse,pod,closed-form,16,,300,0.0001,25,all,0,4800,0.679737996830958,0.7526320707824911,0.4714860435390074,0.5018100398547337,0.5298908576004556,0.530397236226799,0.0,0.0,0.003,1,nan,0,nan,nan,0,4365,8.541560173034668,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
L,branched,pod,linear,16,,-1,0.0001,25,all,0,4816,0.7049496685304051,0.7650515498313072,0.49776749836331496,0.48881949255051577,0.49895964187192915,0.5304652416362131,0.0,0.0,0.003,1,nan,558,0.4055401917721944,0.433529257774353,1,3492,19.315953731536865,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
L,branched,pod,mlp,16,,-1,0.0001,25,all,0,57104,0.6914888848389803,0.7873142600709554,0.5450066303827373,0.4641132336257577,0.48370325702341327,0.5304652416362131,0.0,0.0,0.003,1,nan,227,0.2512312350711462,0.49567097425460815,1,3492,14.176192998886108,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
L,branched,pod,cnn,16,,-1,0.0001,25,all,0,37872,0.7098403865813586,0.7863572336211905,0.5429759208096502,0.4655837543651879,0.48250040982474135,0.5304652416362131,0.0,0.0,0.003,1,nan,209,0.22859706802193377,0.5094687342643738,1,3492,14.626417398452759,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
L,branched,pod,gru,16,,-1,0.0001,25,all,0,16016,0.6875361928858088,0.7995090521906926,0.5708826979725559,0.45488103217798187,0.5182763531628982,0.5304652416362131,0.0,0.0,0.003,1,nan,280,0.30027541818624237,0.5270565748214722,1,3492,18.73225975036621,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
L,branched,ae,linear,16,,-1,0.0001,25,all,0,4816,0.6932013133145073,0.762450036297236,0.6413339330982754,0.49499576029668907,0.5524314402035967,0.5518162123687468,0.0,0.0,0.003,1,nan,289,0.4186280305920871,0.4615885019302368,1,3492,14.489397525787354,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
L,branched,ae,mlp,16,,-1,0.0001,25,all,0,57104,0.6994286875818932,0.7848138924956453,0.6729399422215481,0.4766668520671972,0.5652884766867248,0.5518162123687468,0.0,0.0,0.003,1,nan,205,0.17037564254913135,0.654482364654541,1,3492,14.48119592666626,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
L,branched,ae,cnn,16,,-1,0.0001,25,all,0,37872,0.7020883941569429,0.7734270224933102,0.6527419368405352,0.48562596269443253,0.5459210816373152,0.5518162123687468,0.0,0.0,0.003,1,nan,206,0.2518292413885787,0.6126222610473633,1,3492,15.48145318031311,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
L,branched,ae,gru,16,,-1,0.0001,25,all,0,16016,0.7151490004377896,0.7827573287245702,0.6546855318399052,0.47971303282686384,0.5577917866272911,0.5518162123687468,0.0,0.0,0.003,1,nan,204,0.22193335824542576,0.6460555791854858,1,3492,16.551023244857788,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
L,podlse,pod,closed-form,16,,300,0.0001,25,all,0,4800,0.679737996830958,0.7526320707824911,0.4714860435390074,0.5018100398547337,0.5298908576004556,0.530397236226799,0.0,0.0,0.01,1,nan,0,nan,nan,0,4365,8.541746377944946,4365,1521,4p5d_10ms_yaw_0_0_0,hyper
